typeid,numberchanges,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:31:45.7978862+02:00,0,00:00:03.1077797,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:31:49.1541702+02:00,0,00:00:02.4030476,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:31:51.6997212+02:00,0,00:00:03.5945689,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:31:55.6882976+02:00,0,00:00:02.2690460,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",35,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:31:59.9399462+02:00,0,00:00:02.0162770,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:01.9727203+02:00,0,00:00:02.6920527,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:04.9237772+02:00,0,00:00:02.7773000,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:24.1391022+02:00,0,00:00:02.0126352,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:26.1607388+02:00,0,00:00:03.3547991,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:29.5420373+02:00,0,00:00:08.8209316,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",17,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:39.2142438+02:00,0,00:00:02.1536200,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:42.2788099+02:00,0,00:00:02.0791813,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:46.9331038+02:00,0,00:00:10.3166926,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:32:57.2512961+02:00,0,00:00:04.3739839,0Win:vsWindowTypeSolutionExplorer Solution Explorer
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:33:01.8192834+02:00,0,00:00:18.2833479,0Win:vsWindowTypeSolutionExplorer Solution Explorer
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:33:20.267631+02:00,0,00:08:21.1882546,0Win:vsWindowTypeSolutionExplorer Solution Explorer
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:49:29.5291083+02:00,0,06:57:29.1216593,0Win:vsWindowTypeDocument Program.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T01:55:40.4005641+02:00,0,00:00:18.7650213,0Win:vsWindowTypeToolWindow Start Page
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",1,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T01:56:23.7692112+02:00,0,00:00:02.3690009,0Win:vsWindowTypeDocument ProjectManagementUtilities.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T01:58:18.9766597+02:00,0,00:00:03.0932003,0Win:vsWindowTypeSolutionExplorer Solution Explorer
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:00:01.3123694+02:00,0,00:00:04.6395020,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:00:06.2004038+02:00,0,00:00:02.3639973,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:00:16.384592+02:00,0,00:00:02.8345016,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:00:29.2661572+02:00,0,00:00:08.8139985,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:00:38.2781554+02:00,0,00:00:31.3746030,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:01:09.887756+02:00,0,00:00:27.3418316,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:01:37.6065877+02:00,0,00:00:23.8077120,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:02:03.8793027+02:00,0,00:04:05.1671340,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:06:09.2459333+02:00,0,00:00:22.8580323,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:06:38.7060966+02:00,0,00:02:38.8214282,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:19.0295245+02:00,0,00:00:02.2335032,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",17,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:21.3125275+02:00,0,00:00:02.0335481,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:23.439574+02:00,0,00:00:02.1230003,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:25.8870761+02:00,0,00:00:02.2299998,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:28.1760757+02:00,0,00:00:03.0093856,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:31.2604611+02:00,0,00:00:02.0300008,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",16,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:33.3204618+02:00,0,00:00:02.1295011,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",15,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:35.5734624+02:00,0,00:00:02.4834999,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:38.0864631+02:00,0,00:00:04.7884999,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:09:42.878464+02:00,0,00:00:10.5812678,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator)
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:42:12.6855972+02:00,0,00:01:06.5824850,0Win:vsWindowTypeDocument Web.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:43:19.2830818+02:00,0,00:01:28.3307534,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:44:47.6283355+02:00,0,00:02:20.6865156,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:28.3460177+02:00,0,00:00:02.0043430,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:30.7945996+02:00,0,00:00:02.0470567,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:33.0074622+02:00,0,00:00:02.1600930,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:35.7387683+02:00,0,00:00:02.2067567,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:38.8199412+02:00,0,00:00:02.6878806,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:42.3788836+02:00,0,00:00:02.2350485,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:45.8298695+02:00,0,00:00:02.3495796,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:48.1874495+02:00,0,00:00:03.4365787,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:52.1955373+02:00,0,00:00:03.7591327,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:47:59.9647592+02:00,0,00:00:02.6120642,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:48:02.8639793+02:00,0,00:00:02.0961044,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:48:04.9680837+02:00,0,00:00:02.8169694,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:48:10.3439548+02:00,0,00:01:30.9762356,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:49:41.3276896+02:00,0,00:00:03.0534950,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:49:44.5621001+02:00,0,00:00:06.6162114,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:49:51.2088057+02:00,0,00:00:02.8285833,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:49:54.1629367+02:00,0,00:00:02.2628422,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:49:57.3918826+02:00,0,00:00:02.3037676,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:49:59.7908539+02:00,0,00:00:02.6563276,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:50:02.4551823+02:00,0,00:00:08.3541024,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:50:14.0503602+02:00,0,00:00:03.2623832,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:50:19.9621142+02:00,0,00:00:03.9496939,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:50:27.3700264+02:00,0,00:00:02.7234510,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:51:36.3282463+02:00,0,00:00:05.3877075,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:51:41.9389508+02:00,0,00:00:02.1573621,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:51:44.145313+02:00,0,00:00:02.4113710,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:51:48.2925129+02:00,0,00:00:06.6031795,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:51:59.4990455+02:00,0,00:00:02.1674427,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T02:52:01.7284878+02:00,0,00:00:05.2691808,0Win:vsWindowTypeDocument NLog.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:16:52.943678+02:00,0,00:00:02.6353762,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",1,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:17:06.6463147+02:00,0,00:02:24.7389001,0Win:vsWindowTypeToolWindow Error List
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",1,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:19:31.5929987+02:00,0,00:00:09.4435997,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:20:44.389901+02:00,0,00:00:02.3504449,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",1,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:20:51.8446507+02:00,0,00:01:38.8230330,0Win:vsWindowTypeOutput Output
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:35:16.0520413+02:00,0,00:00:02.9991596,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:35:19.3209171+02:00,0,00:00:09.0323133,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:35:28.5459617+02:00,0,00:00:02.4299496,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:35:31.2307793+02:00,0,00:00:32.8778717,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:36:04.1196512+02:00,0,00:00:05.1609378,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:36:12.0151038+02:00,0,00:03:50.8132919,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:40:02.969897+02:00,0,00:00:02.1364990,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:40:05.188895+02:00,0,00:00:02.4080456,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:40:07.9804402+02:00,0,00:00:02.8465683,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:40:11.0265092+02:00,0,00:00:03.7029224,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:49:17.6730715+02:00,0,00:00:02.4236014,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:49:27.8131211+02:00,0,00:00:02.0215200,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:49:38.3731624+02:00,0,00:00:03.3588674,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:49:42.2410307+02:00,0,00:00:16.0116184,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:49:58.3941479+02:00,0,00:00:02.1490017,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:50:00.5841493+02:00,0,00:00:02.0865033,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:50:03.4051502+02:00,0,00:04:42.6644671,0Win:vsWindowTypeDocument App.config
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:54:46.09612+02:00,0,00:00:02.9041275,0Win:vsWindowTypeToolWindow Package Manager Console
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:55:30.1015903+02:00,0,00:00:02.2695117,0Win:vsWindowTypeToolWindow Package Manager Console
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:55:33.1126943+02:00,0,00:00:02.2181170,0Win:vsWindowTypeToolWindow Package Manager Console
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",277,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:55:35.4957054+02:00,0,00:00:02.0464655,0Win:vsWindowTypeToolWindow Package Manager Console
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",335,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:55:37.5476757+02:00,0,00:00:02.0358291,0Win:vsWindowTypeToolWindow Package Manager Console
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",327,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:55:39.5985047+02:00,0,00:00:02.0029723,0Win:vsWindowTypeToolWindow Package Manager Console
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",303,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:55:41.6154781+02:00,0,00:00:02.0152438,0Win:vsWindowTypeToolWindow Package Manager Console
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",276,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:55:43.6327225+02:00,0,00:00:05.4821911,0Win:vsWindowTypeToolWindow Package Manager Console
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,2016-07-23T03:55:50.5479274+02:00,0,00:00:02.1915909,0Win:vsWindowTypeToolWindow Package Manager Console
