typeid,numberchanges,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:26.2828643+02:00,0,00:00:02.8969700,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:26.2828643+02:00,0,00:00:02.8969700,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:29.4268878+02:00,0,00:00:02.8148406,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:29.4268878+02:00,0,00:00:02.8158435,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:32.711496+02:00,0,00:00:02.0779911,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:32.7119972+02:00,0,00:00:02.0774899,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:34.9069886+02:00,0,00:00:02.1433207,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:34.9069886+02:00,0,00:00:02.1443233,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:37.1807353+02:00,0,00:00:03.7265619,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:37.1807353+02:00,0,00:00:03.7265619,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:40.9253461+02:00,0,00:00:03.6182915,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:40.9253461+02:00,0,00:00:03.6202969,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:44.9523023+02:00,0,00:00:02.0285136,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:44.9533058+02:00,0,00:00:02.0275101,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:47.0858979+02:00,0,00:00:02.2375595,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:47.0858979+02:00,0,00:00:02.2385625,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:50.4598606+02:00,0,00:00:02.0413121,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:50.4598606+02:00,0,00:00:02.0423142,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",14,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:52.8792886+02:00,0,00:00:02.0009667,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",15,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:52.8803208+02:00,0,00:00:03.9842630,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:56.8645838+02:00,0,00:00:02.1214894,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:56.8806265+02:00,0,00:00:02.1054467,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:07:59.3022337+02:00,0,00:00:02.0392261,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:07:59.3032364+02:00,0,00:00:02.0382234,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:01.6028086+02:00,0,00:00:02.0799491,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:01.603811+02:00,0,00:00:02.0789467,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:03.8910731+02:00,0,00:00:02.3023467,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:03.8920757+02:00,0,00:00:02.3023465,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:06.2004388+02:00,0,00:00:10.7979513,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",5,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:06.2014417+02:00,0,00:00:10.7979502,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:17.1981275+02:00,0,00:00:02.2539841,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:17.1991304+02:00,0,00:00:02.2529812,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:19.5032476+02:00,0,00:00:02.0755345,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:19.5032476+02:00,0,00:00:02.0755345,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:21.8525264+02:00,0,00:00:02.4339315,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:21.8525264+02:00,0,00:00:02.4349342,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:24.2914712+02:00,0,00:00:03.1461604,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:24.2914712+02:00,0,00:00:03.1471633,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:27.6048254+02:00,0,00:00:06.6675849,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:27.6058283+02:00,0,00:00:06.6675841,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:34.7109676+02:00,0,00:00:02.0293798,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:34.7109676+02:00,0,00:00:02.0293798,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:36.8806086+02:00,0,00:00:03.5540132,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:36.8816113+02:00,0,00:00:03.5530105,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:08:40.5649613+02:00,0,00:00:23.6735899,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:08:40.5649613+02:00,0,00:00:23.6745925,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:04.3368378+02:00,0,00:00:14.9002721,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:04.3368378+02:00,0,00:00:14.9002721,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:19.3894268+02:00,0,00:00:02.1195986,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:19.3894268+02:00,0,00:00:02.1195986,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:21.6463812+02:00,0,00:00:02.1857953,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:21.6473836+02:00,0,00:00:02.1847929,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:23.958422+02:00,0,00:00:02.5851855,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:23.958422+02:00,0,00:00:02.5871909,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:26.7547845+02:00,0,00:00:03.7875331,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:26.7557872+02:00,0,00:00:03.7865304,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:30.7667998+02:00,0,00:00:07.4825542,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:30.7667998+02:00,0,00:00:07.4825542,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:38.2583783+02:00,0,00:00:02.5012486,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:38.2583783+02:00,0,00:00:02.5022515,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:40.9285855+02:00,0,00:00:02.0233033,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:40.9285855+02:00,0,00:00:02.0233033,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:42.9569024+02:00,0,00:00:03.0014904,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:42.9569024+02:00,0,00:00:03.0004877,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:46.1084101+02:00,0,00:00:04.2987747,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:46.1094125+02:00,0,00:00:04.2987747,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:50.8680045+02:00,0,00:00:02.4317844,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:50.8680045+02:00,0,00:00:02.4327607,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:53.6389087+02:00,0,00:00:02.0686757,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:53.639914+02:00,0,00:00:02.0676704,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:55.9672625+02:00,0,00:00:03.5528916,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",12,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:55.9682652+02:00,0,00:00:03.5528918,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:09:59.9640321+02:00,0,00:00:04.1540420,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:09:59.9640321+02:00,0,00:00:04.1540420,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:04.4832071+02:00,0,00:00:03.7191870,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",13,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:04.4832071+02:00,0,00:00:03.7211927,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:08.3969174+02:00,0,00:00:02.3010922,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:08.3969174+02:00,0,00:00:02.3020951,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:10.9138836+02:00,0,00:00:02.4007512,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:10.9148828+02:00,0,00:00:02.4007553,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:13.7341178+02:00,0,00:00:03.3426375,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:13.7351202+02:00,0,00:00:03.3426392,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:18.7480584+02:00,0,00:00:02.1048193,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",4,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:18.7490616+02:00,0,00:00:02.1038161,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:21.117134+02:00,0,00:00:03.5973802,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",9,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:21.117134+02:00,0,00:00:03.5973802,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:24.9712919+02:00,0,00:00:03.3608529,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:24.9712919+02:00,0,00:00:03.3608529,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:28.5260423+02:00,0,00:00:02.2242759,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:28.5260423+02:00,0,00:00:02.2262810,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:31.1971897+02:00,0,00:00:03.0548511,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",3,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:31.1971897+02:00,0,00:00:03.0548511,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:34.473236+02:00,0,00:00:02.1131629,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",8,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:34.4742383+02:00,0,00:00:02.1121606,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:36.9318466+02:00,0,00:00:02.0201585,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",7,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:36.9328452+02:00,0,00:00:02.0201620,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:39.1806572+02:00,0,00:00:02.7151972,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",2,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:39.1806572+02:00,0,00:00:02.7151972,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:10:42.3294515+02:00,0,00:02:08.3637931,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",11,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:10:42.3304542+02:00,0,00:02:08.3627904,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:12:54.1877446+02:00,0,00:00:03.3949520,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:12:54.1877446+02:00,0,00:00:03.3959547,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:12:57.5907179+02:00,0,00:00:02.6542461,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",6,1de5de9f-3a00-4e18-8a75-fdc672b6e6b8,0.1010-Default,2016-07-08T10:12:57.5907179+02:00,0,00:00:02.6542461,0Win:vsWindowTypeDocument HiwiController.cs
"KaVE.Commons.Model.Events.VisualStudio.EditEvent, KaVE.Commons",10,21767836-fa6e-4ebf-92d1-20633acfed61,0.1010-Default,2016-07-08T10:13:00.4753883+02:00,0,00:00:23.7922618,0Win:vsWindowTypeDocument HiwiController.cs
