typeid,mode,reason,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow,activedocument
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:24.800561+02:00,0,00:00:00.5394242,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:25.3399852+02:00,0,00:00:00.0506813,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:25.3906665+02:00,0,00:00:00.5990767,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:25.9897432+02:00,0,00:00:00.0459757,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:26.036699+02:00,0,00:00:01.5525860,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:27.589285+02:00,0,00:00:00.0626027,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:27.6523853+02:00,0,00:00:01.1886197,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:28.8419908+02:00,0,00:00:00.0559321,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:28.898936+02:00,0,00:00:01.3703981,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:30.2693341+02:00,0,00:00:00.0499996,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:30.3203439+02:00,0,00:00:00.7207338,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:31.0410777+02:00,0,00:00:00.0599989,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:31.1010766+02:00,0,00:00:00.4198207,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:31.5208973+02:00,0,00:00:00.0535640,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:31.575436+02:00,0,00:00:00.3745013,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:31.9509109+02:00,0,00:00:00.0640657,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:32.0149766+02:00,0,00:00:00.4332646,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:32.4492649+02:00,0,00:00:00.0520166,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:32.5012815+02:00,0,00:00:01.6450938,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:34.1473755+02:00,0,00:00:00.0419978,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:34.1893733+02:00,0,00:00:00.8215097,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:35.010883+02:00,0,00:00:00.0589935,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:35.0708437+02:00,0,00:00:00.2529210,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:35.3247905+02:00,0,00:00:00.0640050,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:35.3897636+02:00,0,00:00:00.4563743,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:35.8471123+02:00,0,00:00:00.0600443,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:35.9081583+02:00,0,00:00:00.4377537,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:36.345912+02:00,0,00:00:00.0515382,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:36.3974502+02:00,0,00:00:02.1518429,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:38.5502745+02:00,0,00:00:00.0410203,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:38.5912948+02:00,0,00:00:03.4573070,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:42.0496029+02:00,0,00:00:00.0830019,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:42.1336135+02:00,0,00:00:02.2201455,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:44.3547596+02:00,0,00:00:00.0637018,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:44.4184614+02:00,0,00:00:08.0684625,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:52.4869239+02:00,0,00:00:00.0878172,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:52.5752431+02:00,0,00:00:02.1049247,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:54.6801678+02:00,0,00:00:00.1339969,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:54.8151656+02:00,0,00:00:00.8127597,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:55.6289252+02:00,0,00:00:00.0910010,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:27:55.7199262+02:00,0,00:00:13.0730083,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:28:08.7939353+02:00,0,00:00:00.0749986,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:28:08.8689339+02:00,0,00:00:00.4235279,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:28:09.293463+02:00,0,00:00:00.0663306,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:28:09.3597936+02:00,0,00:00:00.6150968,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:28:09.9748904+02:00,0,00:00:00.0499716,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:28:10.0258656+02:00,0,00:00:01.1179999,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:28:11.1438655+02:00,0,00:00:00.0529718,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:28:11.1968373+02:00,0,00:01:22.0542986,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonStopDebugging,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T12:29:33.2521028+02:00,0,00:00:00,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:18:45.1272075+02:00,0,00:00:00.4646188,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:18:45.5918263+02:00,0,00:00:14.0125119,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonStopDebugging,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:18:59.6053381+02:00,0,00:00:00,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:22:24.5568884+02:00,0,00:00:00.6192529,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:22:25.1771421+02:00,0,00:00:03.5677008,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:22:28.7448429+02:00,0,00:00:00.1466160,0Win:vsWindowTypeDocument RendererBase.cs,0Doc:CSharp \System.Svg.Render\RendererBase.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:22:28.8924597+02:00,0,00:00:05.8355049,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonStopDebugging,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:22:34.7289646+02:00,0,00:00:00,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:23:42.5714784+02:00,0,00:00:00.4704250,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:23:43.0429018+02:00,0,00:00:17.4549940,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonStopDebugging,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:24:00.4988958+02:00,0,00:00:00,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:24:24.335977+02:00,0,00:00:00.4920806,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:24:24.8280576+02:00,0,00:00:09.4581507,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonStopDebugging,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:24:34.2871965+02:00,0,00:00:00,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:51:52.6068745+02:00,0,00:00:00.6523895,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:51:53.259264+02:00,0,00:00:34.4316956,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \ConsoleApplication1\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",0,dbgEventReasonStopDebugging,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:27.6919598+02:00,0,00:00:00,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonGo,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:30.8988938+02:00,0,00:00:00.5298462,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonBreakpoint,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:31.42874+02:00,0,00:00:02.9015188,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:34.3302588+02:00,0,00:00:00.0779991,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:34.4082579+02:00,0,00:00:00.9223360,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:35.3305939+02:00,0,00:00:00.0590283,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:35.3896222+02:00,0,00:00:05.6161821,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:41.0058043+02:00,0,00:00:00.0830000,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:41.0888043+02:00,0,00:00:02.2426017,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:43.331406+02:00,0,00:00:00.1178121,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",2,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:43.4492181+02:00,0,00:00:00.4031183,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
"KaVE.Commons.Model.Events.VisualStudio.DebuggerEvent, KaVE.Commons",1,dbgEventReasonStep,083c67aa-3e7d-4d78-8286-e28a85d6e1cc,0.1004-Default,2016-05-09T13:52:43.8523364+02:00,0,00:00:00.0784467,0Win:vsWindowTypeDocument SvgTextBaseTranslator.cs,0Doc:CSharp \System.Svg.Render.EPL\SvgTextBaseTranslator.cs
