typeid,target,location,navtype,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow,activedocument
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Integration.Tests.Security.URLAccessTests, Assemble.Integration.Tests].CannotEditOrArchiveProjectsIDoNotAdminister([e:Assemble.Integration.Tests.Core.UserTypes, Assemble.Integration.Tests] userType)",2,6127f015-2e67-4db7-aadf-679b0de1ebd6,0.1010-Default,2016-06-23T16:46:59.0671418+02:00,1,,0Win:vsWindowTypeDocument URLAccessTests.cs,0Doc:CSharp URLAccessTests.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Integration.Tests.Security.URLAccessTests, Assemble.Integration.Tests].CannotUnarchiveProjectsIDoNotAdminister([e:Assemble.Integration.Tests.Core.UserTypes, Assemble.Integration.Tests] userType)",2,6127f015-2e67-4db7-aadf-679b0de1ebd6,0.1010-Default,2016-06-23T16:47:56.0831015+02:00,1,,0Win:vsWindowTypeDocument URLAccessTests.cs,0Doc:CSharp URLAccessTests.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [Assemble.Integration.Tests.Utilities.ProjectManagementUtilities, Assemble.Integration.Tests].UnarchiveProject([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] projectName)",2,6127f015-2e67-4db7-aadf-679b0de1ebd6,0.1010-Default,2016-06-23T16:56:23.9331719+02:00,1,,0Win:vsWindowTypeDocument ProjectManagementUtilities.cs,0Doc:CSharp ProjectManagementUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:SevenZip.CDoubleStream, LzmaAlone",2,e39e741e-3ada-4561-a504-c6a4ab3e35ba,0.1010-Default,2016-07-12T15:21:58.625025+02:00,1,,0Win:vsWindowTypeDocument LzmaAlone.cs,0Doc:CSharp \LzmaAlone.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:int] [SevenZip.LzmaAlone, LzmaAlone].Main([p:string[]] args)",3,e39e741e-3ada-4561-a504-c6a4ab3e35ba,0.1010-Default,2016-07-12T15:22:48.7960719+02:00,3,,0Win:vsWindowTypeDocument LzmaAlone.cs,0Doc:CSharp \LzmaAlone.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:int] [SevenZip.LzmaAlone, LzmaAlone].Main2([p:string[]] args)",3,e39e741e-3ada-4561-a504-c6a4ab3e35ba,0.1010-Default,2016-07-12T15:22:50.7312769+02:00,3,,0Win:vsWindowTypeDocument LzmaAlone.cs,0Doc:CSharp \LzmaAlone.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [GCalReader.Program, GCalReader].Main([p:string[]] args)",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:44:40.1852769+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:44:41.4987861+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [GCalReader.Program, GCalReader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:44:44.811615+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:44:45.5698499+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:44:46.7510418+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:46:34.2331413+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:47:22.6124638+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [GCalReader.Program, GCalReader].Main([p:string[]] args)",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:50:43.4503149+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:53:48.4941856+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [GCalReader.Program, GCalReader].Main([p:string[]] args)",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-19T22:54:27.8094933+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:29.222567+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0M:[?] [?].???(),3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:37.5619395+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:37.8734498+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0M:[?] [?].???(),3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:38.7863391+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:39.0033476+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:39.0268488+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0M:[?] [?].???(),3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:39.1873518+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:39.3184156+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0M:[?] [?].???(),3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:39.3969156+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:39.5159681+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0M:[?] [?].???(),3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:39.6464732+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:39.7019721+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].S()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:40.7845183+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:40.8660243+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].Se()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:40.9665228+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].Ser()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:41.0065294+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].Serv()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:41.193402+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].Serve()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:41.3036726+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].Server()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:41.4151798+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].ServerA()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:41.8361343+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].ServerAP()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:41.9166373+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].ServerAPI()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:42.0208421+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].ServerAPIK()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:43.0071292+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].ServerAPIKe()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:43.2357429+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [GCalReader.Program, GCalReader].ServerAPIKey()",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:43.361723+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:44.0674416+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:46.2693098+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:GCalReader.Program, GCalReader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T00:24:47.2819463+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T03:36:07.746458+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T03:37:37.4723585+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:FireHoseLoader.Program, FireHoseLoader",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T03:37:38.8947059+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T03:37:38.9807094+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T03:37:47.0547627+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T03:37:52.1270787+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T03:38:59.9986111+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T03:39:00.6307083+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:27:06.2912187+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:27:06.3597248+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:31:32.6831342+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:31:32.7332069+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:32:10.5348805+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:32:10.6053835+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:32:29.7053319+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:32:43.5459168+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:33:00.1945026+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:33:09.6067556+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:35:55.2446984+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:35:55.2882+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:35:55.5667091+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:35:55.7792395+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:39:35.6606997+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:39:35.7402034+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:42:09.7932435+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:42:13.8705336+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:45:14.4502902+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:45:14.6313007+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:45:16.4963675+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:45:26.1731515+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:46:30.7579972+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:46:30.8120016+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:55:37.6877224+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [FireHoseLoader.Program, FireHoseLoader].Main([p:string[]] args)",3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T04:55:59.4175596+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:FireHoseLoader.Program, FireHoseLoader",2,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:05:12.6800138+02:00,1,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,3,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,2016-07-20T05:05:14.179626+02:00,3,,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
