typeid,target,location,navtype,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow,activedocument
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Threading.Tasks.Task`1[[TResult -> System.Web.Mvc.ActionResult, System.Web.Mvc, 5.2.2.0]], mscorlib, 4.0.0.0] [?].Invite([?] viewModel)",3,a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,2016-05-07T00:23:05.1856493+02:00,3,,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Threading.Tasks.Task`1[[TResult -> System.Web.Mvc.ActionResult, System.Web.Mvc, 5.2.2.0]], mscorlib, 4.0.0.0] [Assemble.WebClient.Areas.Administration.Controllers.UsersController, Assemble.WebClient].Invite([Assemble.WebClient.Areas.Administration.ViewModels.Users.InviteUserViewModel, Assemble.WebClient] viewModel)",3,a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,2016-05-07T00:23:06.148115+02:00,3,,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Threading.Tasks.Task`1[[TResult -> System.Web.Mvc.ActionResult, System.Web.Mvc, 5.2.2.0]], mscorlib, 4.0.0.0] [Assemble.WebClient.Areas.Administration.Controllers.UsersController, Assemble.WebClient].Invite([Assemble.WebClient.Areas.Administration.ViewModels.Users.InviteUserViewModel, Assemble.WebClient] viewModel)",3,cf20b71e-d8b8-46c7-af24-cc8f94d44d03,0.1004-Default,2016-05-07T15:00:23.467028+02:00,3,,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Threading.Tasks.Task`1[[TResult -> System.Web.Mvc.ActionResult, System.Web.Mvc, 5.2.2.0]], mscorlib, 4.0.0.0] [Assemble.WebClient.Areas.Administration.Controllers.UsersController, Assemble.WebClient].Invite([Assemble.WebClient.Areas.Administration.ViewModels.Users.InviteUserViewModel, Assemble.WebClient] viewModel)",3,f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,2016-05-09T22:33:23.0794243+02:00,3,,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,2,f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,2016-05-10T00:49:54.8111712+02:00,1,,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[i:System.Web.Http.IHttpActionResult, System.Web.Http, 5.2.3.0] [Assemble.WebClient.Controllers.Api.V1.EventsController, Assemble.WebClient].Get([Assemble.WebClient.ViewModels.Events.EventsRequestViewModel, Assemble.WebClient] requestViewModel)",2,c33463ea-8592-45d3-a821-8e194f15bfd1,0.1004-Default,2016-05-16T23:35:24.2574867+02:00,1,,0Win:vsWindowTypeDocument EventsController.cs,0Doc:CSharp \Assemble\WebClient\Controllers\Api\V1\EventsController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:Assemble.WebClient.ViewModels.Events.EventsRequestViewModel, Assemble.WebClient",3,c33463ea-8592-45d3-a821-8e194f15bfd1,0.1004-Default,2016-05-16T23:35:28.8304875+02:00,3,,0Win:vsWindowTypeDocument EventsRequestViewModel.cs,0Doc:CSharp \Assemble\WebClient\ViewModels\Events\EventsRequestViewModel.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[i:System.Web.Http.IHttpActionResult, System.Web.Http, 5.2.3.0] [Assemble.WebClient.Controllers.Api.V1.EventsController, Assemble.WebClient].Get([Assemble.WebClient.ViewModels.Events.EventsRequestViewModel, Assemble.WebClient] requestViewModel)",3,c33463ea-8592-45d3-a821-8e194f15bfd1,0.1004-Default,2016-05-16T23:36:09.666223+02:00,3,,0Win:vsWindowTypeDocument EventsController.cs,0Doc:CSharp \Assemble\WebClient\Controllers\Api\V1\EventsController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Web.Mvc.ActionResult, System.Web.Mvc, 4.0.0.0] [Assemble.Public.AuditEventExampleWebApp.Controllers.HomeController, Assemble.Public.AuditEventExampleWebApp].AuditEvent([Assemble.Public.AuditEventExampleWebApp.Models.AuditEventModel, Assemble.Public.AuditEventExampleWebApp] args)",2,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:46:38.2473841+02:00,1,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Public.AuditEventExampleWebApp.Controllers.HomeController, Assemble.Public.AuditEventExampleWebApp].BuildArguments([i:RestSharp.IRestRequest, RestSharp, 104.2.0.0] request, opt [p:object] arguments)",3,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:46:40.3309019+02:00,3,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Web.Mvc.ActionResult, System.Web.Mvc, 4.0.0.0] [Assemble.Public.AuditEventExampleWebApp.Controllers.HomeController, Assemble.Public.AuditEventExampleWebApp].AuditEvent([Assemble.Public.AuditEventExampleWebApp.Models.AuditEventModel, Assemble.Public.AuditEventExampleWebApp] args)",3,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:46:56.7671306+02:00,3,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Public.AuditEventExampleWebApp.Controllers.HomeController, Assemble.Public.AuditEventExampleWebApp].BuildArguments([i:RestSharp.IRestRequest, RestSharp, 104.2.0.0] request, opt [p:object] arguments)",3,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:52:14.0211624+02:00,3,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Web.Mvc.ActionResult, System.Web.Mvc, 4.0.0.0] [Assemble.Public.AuditEventExampleWebApp.Controllers.HomeController, Assemble.Public.AuditEventExampleWebApp].AuditEvent([Assemble.Public.AuditEventExampleWebApp.Models.AuditEventModel, Assemble.Public.AuditEventExampleWebApp] args)",2,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:52:38.869823+02:00,1,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,2,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:56:14.6201666+02:00,1,,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Web.config
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Web.Mvc.ActionResult, System.Web.Mvc, 4.0.0.0] [Assemble.Public.AuditEventExampleWebApp.Controllers.HomeController, Assemble.Public.AuditEventExampleWebApp].AuditEvent([Assemble.Public.AuditEventExampleWebApp.Models.AuditEventModel, Assemble.Public.AuditEventExampleWebApp] args)",3,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:57:04.6600545+02:00,3,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0General:???,2,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:58:06.4381602+02:00,1,,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Web.config
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Web.Mvc.ActionResult, System.Web.Mvc, 4.0.0.0] [Assemble.Public.AuditEventExampleWebApp.Controllers.HomeController, Assemble.Public.AuditEventExampleWebApp].AuditEvent([Assemble.Public.AuditEventExampleWebApp.Models.AuditEventModel, Assemble.Public.AuditEventExampleWebApp] args)",3,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,2016-05-17T01:59:01.2280646+02:00,3,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Integration.Tests.Core.StandardIntegrationTest, Assemble.Integration.Tests].buildDriver()",3,e3b8ed0b-8e7d-4e40-96bf-983b15358831,0.1004-Default,2016-05-25T17:51:43.9500533+02:00,3,,0Win:vsWindowTypeDocument StandardIntegrationTest.cs,0Doc:CSharp \Integration.Tests\Core\StandardIntegrationTest.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,0M:[?] [?].AuditEvent([?] args),3,8ae87b46-d67c-40b0-ad92-6733fa163ca7,0.1004-Default,2016-05-25T21:21:28.6445374+02:00,3,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Web.Mvc.ActionResult, System.Web.Mvc, 4.0.0.0] [?].AuditEvent([?] args)",3,8ae87b46-d67c-40b0-ad92-6733fa163ca7,0.1004-Default,2016-05-25T21:21:32.6024729+02:00,3,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Web.Mvc.ActionResult, System.Web.Mvc, 4.0.0.0] [Assemble.Public.AuditEventExampleWebApp.Controllers.HomeController, Assemble.Public.AuditEventExampleWebApp].AuditEvent([Assemble.Public.AuditEventExampleWebApp.Models.AuditEventModel, Assemble.Public.AuditEventExampleWebApp] args)",3,8ae87b46-d67c-40b0-ad92-6733fa163ca7,0.1004-Default,2016-05-25T21:21:33.3704742+02:00,3,,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[i:System.Web.Http.IHttpActionResult, System.Web.Http, 5.2.3.0] [Assemble.WebClient.Controllers.Api.V1.EventsController, Assemble.WebClient].Get([Assemble.WebClient.ViewModels.Events.EventsRequestViewModel, Assemble.WebClient] requestViewModel)",2,86acce83-7bec-4f5b-b98b-2b40e9b0a5d1,0.1004-Default,2016-05-27T19:52:51.9646743+02:00,1,,0Win:vsWindowTypeDocument EventsController.cs,0Doc:CSharp \Assemble\WebClient\Controllers\Api\V1\EventsController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:Assemble.Hub.Dto.EventsRequestDto, Assemble.Hub.Dto",3,86acce83-7bec-4f5b-b98b-2b40e9b0a5d1,0.1004-Default,2016-05-27T19:52:55.2716764+02:00,3,,0Win:vsWindowTypeDocument EventsRequestDto.cs,0Doc:CSharp \Assemble.Hub\Assemble.Hub.Dto\EventsRequestDto.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[i:System.Web.Http.IHttpActionResult, System.Web.Http, 5.2.3.0] [Assemble.WebClient.Controllers.Api.V1.EventsController, Assemble.WebClient].Get([Assemble.WebClient.ViewModels.Events.EventsRequestViewModel, Assemble.WebClient] requestViewModel)",3,86acce83-7bec-4f5b-b98b-2b40e9b0a5d1,0.1004-Default,2016-05-27T19:53:08.0213143+02:00,3,,0Win:vsWindowTypeDocument EventsController.cs,0Doc:CSharp \Assemble\WebClient\Controllers\Api\V1\EventsController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:Assemble.Common.Auditing.EventsApiStreamType, Assemble.Common",3,86acce83-7bec-4f5b-b98b-2b40e9b0a5d1,0.1004-Default,2016-05-27T19:53:40.0218599+02:00,3,,0Win:vsWindowTypeDocument EventsApiStreamType.cs,0Doc:CSharp \Assemble\Common\Auditing\EventsApiStreamType.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[i:System.Web.Http.IHttpActionResult, System.Web.Http, 5.2.3.0] [Assemble.WebClient.Controllers.Api.V1.EventsController, Assemble.WebClient].Get([Assemble.WebClient.ViewModels.Events.EventsRequestViewModel, Assemble.WebClient] requestViewModel)",3,86acce83-7bec-4f5b-b98b-2b40e9b0a5d1,0.1004-Default,2016-05-27T19:54:20.6043243+02:00,3,,0Win:vsWindowTypeDocument EventsController.cs,0Doc:CSharp \Assemble\WebClient\Controllers\Api\V1\EventsController.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:Assemble.Client.AssembleClient, Assemble.Client",2,d3b76aa2-57ba-48b6-ae9a-2bdb8385ee1d,0.1004-Default,2016-06-01T19:37:48.1763907+02:00,1,,0Win:vsWindowTypeDocument AssembleClient.cs,0Doc:CSharp \Assemble.Client\Assemble.Client\AssembleClient.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[System.Threading.Tasks.Task`1[[TResult -> System.String, System.Runtime, 4.0.0.0]], System.Threading.Tasks, 4.0.0.0] [Assemble.Client.AssembleClient, Assemble.Client].LogonAsync([System.String, System.Runtime, 4.0.0.0] email, [System.String, System.Runtime, 4.0.0.0] password)",2,d3b76aa2-57ba-48b6-ae9a-2bdb8385ee1d,0.1004-Default,2016-06-01T19:40:13.8738449+02:00,1,,0Win:vsWindowTypeDocument AssembleClient.cs,0Doc:CSharp \Assemble.Client\Assemble.Client\AssembleClient.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Integration.Tests.Views.EmbeddedSharedViewTests, Assemble.Integration.Tests].UserCanShareGridOnlyForModelsWithNoGeometry()",2,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:14:26.1619507+02:00,1,,0Win:vsWindowTypeDocument EmbeddedSharedViewTests.cs,0Doc:CSharp EmbeddedSharedViewTests.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:15:01.5181043+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode, [p:string] viewNamePrefix)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:15:09.6713073+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ClickShareButton([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:15:22.6913087+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode, [p:string] viewNamePrefix)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:16:07.8846467+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Integration.Tests.Views.EmbeddedSharedViewTests, Assemble.Integration.Tests].UserCanShareGridOnlyForModelsWithNoGeometry()",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:16:10.9466474+02:00,3,,0Win:vsWindowTypeDocument EmbeddedSharedViewTests.cs,0Doc:CSharp EmbeddedSharedViewTests.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:19:40.5314441+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode, [p:string] viewNamePrefix)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:19:47.3713696+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ClickShareButton([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:20:00.429937+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode, [p:string] viewNamePrefix)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:21:02.1154993+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:bool] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].IsViewShareSwitchOn([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:21:19.5664762+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0T:Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests",2,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:24:10.0658708+02:00,1,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:bool] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].IsViewShareSwitchOn([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver)",2,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:24:31.3288704+02:00,1,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Integration.Tests.Views.EmbeddedSharedViewTests, Assemble.Integration.Tests].UserCanShareGridOnlyForModelsWithNoGeometry()",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:26:05.0474964+02:00,3,,0Win:vsWindowTypeDocument EmbeddedSharedViewTests.cs,0Doc:CSharp embeddedsharedviewtests.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:33:44.3273604+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode, [p:string] viewNamePrefix)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:33:52.8850051+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ClickShareButton([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:34:06.3070158+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode, [p:string] viewNamePrefix)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:34:15.9226162+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:39:10.4088973+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Integration.Tests.Views.EmbeddedSharedViewTests, Assemble.Integration.Tests].UserCanSelectAnOrganization()",2,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:39:58.9219134+02:00,1,,0Win:vsWindowTypeDocument EmbeddedSharedViewTests.cs,0Doc:CSharp embeddedsharedviewtests.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:40:00.2872336+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode, [p:string] viewNamePrefix)",2,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:40:11.3000693+02:00,1,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:void] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ClickShareButton([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:40:12.798709+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:string] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].ShareCurrentView([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver, [p:string] sharingMode, [p:string] viewNamePrefix)",3,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:40:20.8420798+02:00,3,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:[p:void] [Assemble.Integration.Tests.Views.EmbeddedSharedViewTests, Assemble.Integration.Tests].BeforeAll()",2,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T17:56:18.5571374+02:00,1,,0Win:vsWindowTypeDocument EmbeddedSharedViewTests.cs,0Doc:CSharp embeddedsharedviewtests.cs
"KaVE.Commons.Model.Events.NavigationEvent, KaVE.Commons",0General:???,"0M:static [p:bool] [Assemble.Integration.Tests.Utilities.ViewShareUtilities, Assemble.Integration.Tests].IsViewShareSwitchOn([Assemble.Integration.Tests.Core.ScreenShotRemoteWebDriver, Assemble.Integration.Tests] driver)",2,8a58b62b-e259-4218-a70e-17285d49cfc6,0.1004-Default,2016-06-02T18:20:35.9079406+02:00,1,,0Win:vsWindowTypeDocument ViewShareUtilities.cs,0Doc:CSharp ViewShareUtilities.cs
