profileid,education,position,projectsCourses,projectsPersonal,projectsSharedSmall,projectsSharedMedium,projectsSharedLarge,teamsSolo,teamsSmall,teamsMedium,teamsLarge,codeReviews,programmingGeneral,programmingCSharp,comment,idesessionuuid,kaveversion,triggeredat,triggeredby,activewindow,activedocument
c06eae48-6a42-41e0-aed1-4fb943168d14,2,5,1,1,1,1,0,1,1,0,0,0,5,5,,96f5bcee-7f70-4a1e-add1-cb17fcd10ff0,0.1009-Default,2016-06-08T13:38:06.8691741+02:00,0,0Win:vsWindowTypeToolWindow Event Manager,
9377aee4-055c-423e-a841-6cb8512a4f60,5,5,0,1,0,0,1,0,1,1,0,1,7,7,,2f3b5f71-c6e7-4cd9-81c4-42b72c32828c,0.1009-Default,2016-06-08T16:13:24.8295214+02:00,0,0Win:vsWindowTypeToolWindow Team Explorer - Pending Changes,0Doc:CSharp \Cube4\Controllers\ComplianceController.cs
c1cc9930-ced5-4bf9-ab02-65faaba1ccfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8e6c6297-2eea-4e83-8690-afdd19e3a453,0.1004-Default,2016-06-10T20:49:54.7663483+02:00,0,0Win:vsWindowTypeDocument PersonEditViewModel.cs,0Doc:CSharp personeditviewmodel.cs
c1cc9930-ced5-4bf9-ab02-65faaba1ccfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,a8caf07d-2998-465b-a5f5-e5956c6b24a8,0.1010-Default,2016-06-18T15:12:45.317305+02:00,0,0Win:vsWindowTypeDocument PersonEditWindow.xaml,0Doc:XAML \TOM\View\PersonEditWindow.xaml
7b5edc53-2f90-47c9-a62f-68515117cfed,2,5,0,0,1,1,1,1,1,1,0,0,5,5,,d09e9668-e69a-492e-90c5-db060c950e09,0.1010-Default,2016-06-14T18:29:21.0903586+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
60b1658a-7d06-4529-a11b-a8fbf5e2f8e5,0,0,0,0,0,0,1,1,0,0,0,0,7,7,,bb006899-9114-4e71-a9bc-add376b957e0,0.1010-Default,2016-06-16T12:20:05.9124378+02:00,0,0Win:vsWindowTypeDocument ChildWindow.xaml,0Doc:XAML \TOM\View\ChildWindow.xaml
3937231c-efbf-4a69-b127-9b2a3a0b830c,4,5,0,0,0,0,1,0,0,1,0,1,6,6,,28521f9b-53e5-4760-88b8-d343bf9ec7d6,0.1001-Default,2016-06-16T20:16:22.9189964+02:00,0,0Win:vsWindowTypeDocument CopyAndChangeRoutesController.cs,0Doc:CSharp \ServiceAssistant\Areas\Utilities\Controllers\CopyAndChangeRoutesController.cs
6c5bcfc2-e812-438b-aa7b-9d7b18bbcb23,5,5,0,1,0,0,0,1,0,1,0,2,6,7,,a4f7ac59-4b54-4d4e-976a-8262df39c05a,0.1009-Default,2016-06-20T08:24:22.958742+02:00,0,0Win:vsWindowTypeToolWindow Source Control Explorer,
6c5bcfc2-e812-438b-aa7b-9d7b18bbcb23,5,5,0,1,0,0,0,1,0,1,0,2,6,7,,f910603a-b704-419e-8a38-cf23801fd4b7,0.1010-Default,2016-07-03T11:25:26.8955669+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
6c5bcfc2-e812-438b-aa7b-9d7b18bbcb23,5,5,0,1,0,0,0,1,0,1,0,2,6,7,,fb277542-c37c-4fd4-adf8-96d217026288,0.1012-Default,2016-08-20T10:31:34.5514981+02:00,0,,
6c5bcfc2-e812-438b-aa7b-9d7b18bbcb23,5,5,0,1,0,0,0,1,0,1,0,2,6,7,,aa05cba1-88af-4b1c-ae4e-f7fd64fbfe72,0.1012-Default,2016-08-21T13:49:41.4111029+02:00,0,,
6c5bcfc2-e812-438b-aa7b-9d7b18bbcb23,5,5,0,1,0,0,0,1,0,1,0,2,6,7,,aa05cba1-88af-4b1c-ae4e-f7fd64fbfe72,0.1012-Default,2016-08-21T13:49:41.4111029+02:00,0,0Win:vsWindowTypeOutput Output,
6c5bcfc2-e812-438b-aa7b-9d7b18bbcb23,5,5,0,1,0,0,0,1,0,1,0,2,6,7,,857fdac0-81a7-49b5-9093-a186d12371a5,0.1012-Default,2016-10-20T08:17:12.9374809+02:00,0,,
6c5bcfc2-e812-438b-aa7b-9d7b18bbcb23,5,5,0,1,0,0,0,1,0,1,0,2,6,7,,3ee469b7-7226-486a-aff3-fdd0fe0ed9ff,0.1012-Default,2016-10-23T11:32:19.4423551+02:00,0,,
e9ea9a05-db07-411c-989e-33868928651d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0a4247b5-a807-47ce-8595-90b691875e52,0.1000-Default,2016-04-13T14:45:49.6448389+02:00,0,0Win:vsWindowTypeDocument RandomizedModelEnabler.cs,0Doc:CSharp \KaVE.VS.FeedbackGenerator\CodeCompletion\RandomizedModelEnabler.cs
e9ea9a05-db07-411c-989e-33868928651d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,b9c995a1-5d2f-4eaf-a0d3-e4fc5ba663da,0.1003-Default,2016-04-27T15:35:08.5448591+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
e9ea9a05-db07-411c-989e-33868928651d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8ea04c41-dc4e-4c47-9c40-5bc2dd94fa3a,0.1010-Default,2016-06-29T14:52:57.3696812+02:00,0,0Win:vsWindowTypeDocument GitEventGeneratorIntegrationTest.cs,0Doc:CSharp \KaVE.VS.FeedbackGenerator.Tests\Generators\Git\GitEventGeneratorIntegrationTest.cs
1b3a91f0-7a86-45d5-8299-f4bf55eada50,5,5,0,1,1,1,1,1,1,1,1,1,4,3,,27b78558-6d6c-4a3a-8ca5-d0ac5f92ba47,0.1010-Default,2016-07-12T13:30:49.9462211+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
1b3a91f0-7a86-45d5-8299-f4bf55eada50,5,5,0,1,1,1,1,1,1,1,1,1,4,3,,442e758e-99ac-48f6-b4d0-0c67d206fe12,0.1010-Default,2016-08-04T15:37:22.5017399+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
1b3a91f0-7a86-45d5-8299-f4bf55eada50,5,5,0,1,1,1,1,1,1,1,1,1,4,3,,ad0ed819-26c4-4b80-ba2f-b181c8b70af2,0.1010-Default,2016-08-09T12:12:41.0246302+02:00,0,0Win:vsWindowTypeToolWindow Unit Test Sessions - GenerateFaultTreeOnDiagramTest,0Doc:CSharp \EnterTheDOORAddin\FaultTree\FaultTreeProcessor.cs
1b3a91f0-7a86-45d5-8299-f4bf55eada50,5,5,0,1,1,1,1,1,1,1,1,1,4,3,,74db097a-c2ab-4e3e-a93d-917644757593,0.1010-Default,2016-09-03T15:40:16.0639556+02:00,0,0Win:vsWindowTypeDocument FaultTreeProcessor.cs,0Doc:CSharp \EnterTheDOORAddin\FaultTree\FaultTreeProcessor.cs
1b3a91f0-7a86-45d5-8299-f4bf55eada50,5,5,0,1,1,1,1,1,1,1,1,1,4,3,,4bbaf087-a028-4bb8-97f2-d08726755fb2,0.1010-Default,2016-09-28T10:01:04.4011695+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
1b3a91f0-7a86-45d5-8299-f4bf55eada50,5,5,0,1,1,1,1,1,1,1,1,1,4,3,,a42402f2-806b-48e2-83f6-1d28e049f344,0.1014-Default,2016-10-06T15:22:11.6924429+02:00,0,,
486e32bc-05cf-47f0-88c7-9a19241aca7b,5,3,0,1,0,0,0,1,1,0,0,2,5,5,,c246d841-990b-4a60-88f7-adfdf99add1c,0.1010-Default,2016-07-12T23:50:46.6954544+02:00,0,0Win:vsWindowTypeDocument TraitFinder.cs,0Doc:CSharp \Generator\TraitFinder.cs
486e32bc-05cf-47f0-88c7-9a19241aca7b,5,3,0,1,0,0,0,1,1,0,0,2,5,5,,7e31b84a-60bf-4c0b-8074-de697e5f02af,0.1010-Default,2016-07-14T00:03:20.9138301+02:00,0,0Win:vsWindowTypeToolWindow Event Manager,0Doc:CSharp \Generator\TraitFinder.cs
486e32bc-05cf-47f0-88c7-9a19241aca7b,5,3,0,1,0,0,0,1,1,0,0,2,5,5,,7e5ee899-bca9-4db3-9305-aaf33ab3c804,0.1010-Default,2016-07-14T17:01:31.3544941+02:00,0,0Win:vsWindowTypeToolWindow Event Manager,0Doc:XML \SimpleTraitsSample\App.config
486e32bc-05cf-47f0-88c7-9a19241aca7b,5,3,0,1,0,0,0,1,1,0,0,2,5,5,,7ca450a0-cca9-4753-8683-6b86d3324523,0.1010-Default,2016-07-18T23:22:03.6123332+02:00,0,0Win:vsWindowTypeToolWindow Event Manager,0Doc:CSharp \Generator\TraitSourceGenerator.cs
486e32bc-05cf-47f0-88c7-9a19241aca7b,5,3,0,1,0,0,0,1,1,0,0,2,5,5,,3d97c65f-4e55-4c28-ad00-0aababc06a38,0.1010-Default,2016-07-20T20:35:38.0190734+02:00,0,0Win:vsWindowTypeToolWindow Event Manager,0Doc:CSharp \Generator\TraitSourceGenerator.cs
486e32bc-05cf-47f0-88c7-9a19241aca7b,5,3,0,1,0,0,0,1,1,0,0,2,5,5,,ec958239-3aea-4d86-919f-72cdadd0daab,0.1010-Default,2016-07-22T01:19:00.4264326+02:00,0,0Win:vsWindowTypeToolWindow Event Manager,0Doc:CSharp \Generator\TraitSourceGenerator.cs
486e32bc-05cf-47f0-88c7-9a19241aca7b,5,3,0,1,0,0,0,1,1,0,0,2,5,5,,d80ba668-7df2-4f09-be69-4a9627b18175,0.1010-Default,2016-07-23T18:12:35.2071071+02:00,0,0Win:vsWindowTypeToolWindow Event Manager,
486e32bc-05cf-47f0-88c7-9a19241aca7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8f8a4a8c-e6bc-427c-80e1-7a64d5c2596d,0.1010-Default,2016-07-25T11:47:23.8083047+02:00,0,0Win:vsWindowTypeToolWindow Event Manager,
e0eb3bc2-5481-4d11-ac34-7efa22c80e48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4b868688-f7c1-4454-b4dd-77b53f04a5e3,0.1010-Default,2016-07-19T12:20:26.2777255+02:00,0,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \OAuthHMAC.ConsoleApplication\Program.cs
b7874842-ef92-4cbc-8160-1ab0b90ea507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fc66d70f-ec57-44df-9ac4-821f05798277,0.1010-Default,2016-07-28T00:02:00.4474703+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
b7874842-ef92-4cbc-8160-1ab0b90ea507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2cf77174-0e13-4481-938e-ed2739254b22,0.1013-Default,2016-11-09T11:52:09.4658641+01:00,0,,
b7874842-ef92-4cbc-8160-1ab0b90ea507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,025a27fe-4e38-4a2c-ba49-dfe46f70958c,0.1013-Default,2017-01-03T15:03:05.4936315+01:00,0,,
133e32df-50ce-4ca8-97ab-c77629e46b2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7e74674c-ddd5-495d-9c03-ae85a258e527,0.1010-Default,2016-07-29T17:46:58.8380024+02:00,0,0Win:vsWindowTypeDocument eReviewExplorerJobLookupRow.cs,0Doc:CSharp \PresentationLayer\CustomJobInfo\iReview\eReviewExplorerJobLookupRow.cs
133e32df-50ce-4ca8-97ab-c77629e46b2d,2,5,0,1,0,1,1,1,0,1,1,2,5,6,,36b84291-90a4-4d7a-951e-fd523aa8fa77,0.1010-Default,2016-08-01T15:39:59.0827539+02:00,0,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
863f1bff-1150-4559-8a14-e3f0d8bcb49f,5,5,0,0,0,0,1,1,1,1,1,0,7,7,,0399f470-bfed-4113-b150-441bab10d4a4,0.1010-Default,2016-08-03T18:12:06.4181068+02:00,0,0Win:vsWindowTypeToolWindow Properties,
863f1bff-1150-4559-8a14-e3f0d8bcb49f,5,5,0,0,0,0,1,1,1,1,1,0,7,7,,f684dd61-d76c-4161-ba95-606b0a94e6ff,0.1010-Default,2016-08-15T21:06:26.3533765+02:00,0,0Win:vsWindowTypeDocument Web.config,0Doc:XML \DocDbNetApi\Web.config
863f1bff-1150-4559-8a14-e3f0d8bcb49f,5,5,0,0,0,0,1,1,1,1,1,1,7,7,,cbbd4787-ccb0-494c-9574-ac8ca9934f6d,0.1010-Default,2016-08-23T16:50:50.7308965+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
01b6b5e8-1c9a-4eec-9ba5-d29423145d37,4,5,0,0,0,1,0,0,0,1,0,1,7,7,,60a1a412-aeaf-4e17-983b-afa364c56ebc,0.1011-Default,2016-08-06T14:40:33.7460302+02:00,0,,
fc69fbeb-c2b7-462f-97b8-ca8bc187446e,2,2,1,1,0,1,0,1,1,0,0,2,2,3,,95f624d1-d89e-4b9f-9256-d73915748e5d,0.1012-Default,2016-08-09T21:02:20.0387982+02:00,0,,
fc69fbeb-c2b7-462f-97b8-ca8bc187446e,2,2,1,1,0,1,0,1,1,0,0,2,2,3,,bfa0230b-587a-4efa-9fe4-9fd32c944356,0.1012-Default,2016-08-10T21:24:26.1633443+02:00,0,0Win:vsWindowTypeDocument Method_ModelView.cs,0Doc:CSharp method_modelview.cs
fc69fbeb-c2b7-462f-97b8-ca8bc187446e,2,2,1,1,0,1,0,1,1,0,0,2,2,3,,bfa0230b-587a-4efa-9fe4-9fd32c944356,0.1012-Default,2016-08-10T21:24:26.1633443+02:00,0,,
fc69fbeb-c2b7-462f-97b8-ca8bc187446e,2,2,1,1,0,1,0,1,1,0,0,2,2,3,,05294a7c-68d9-45e8-91c7-0ca5d154e4b5,0.1012-Default,2016-08-18T21:00:48.5262047+02:00,0,0Win:vsWindowTypeDocument MainMethodBuilderView.xaml,0Doc:XAML mainmethodbuilderview.xaml
fc69fbeb-c2b7-462f-97b8-ca8bc187446e,2,2,1,1,0,1,0,1,1,0,0,2,2,3,,05294a7c-68d9-45e8-91c7-0ca5d154e4b5,0.1012-Default,2016-08-18T21:00:48.5262047+02:00,0,,
fc69fbeb-c2b7-462f-97b8-ca8bc187446e,2,2,1,1,0,1,0,1,1,0,0,2,2,3,,05294a7c-68d9-45e8-91c7-0ca5d154e4b5,0.1012-Default,2016-08-19T22:57:38.5607978+02:00,0,0Win:vsWindowTypeDocument Method_ModelView.cs,0Doc:CSharp Method_ModelView.cs
fc69fbeb-c2b7-462f-97b8-ca8bc187446e,2,2,1,1,0,1,0,1,1,0,0,2,2,3,,05294a7c-68d9-45e8-91c7-0ca5d154e4b5,0.1012-Default,2016-08-19T22:57:38.5607978+02:00,0,,
9b491dcb-784f-4927-9048-e744bbe34f22,4,5,0,1,0,1,0,0,1,0,0,1,5,5,,092047b4-0289-4e22-af5e-057b6ea2768f,0.1010-Default,2016-08-10T21:20:56.4487126+02:00,0,0Win:vsWindowTypeToolWindow Team Explorer - Synchronization,0Doc:CSharp \PGen\Utils\ComplexityCalc.cs
9b491dcb-784f-4927-9048-e744bbe34f22,4,5,0,1,0,1,0,0,1,0,0,1,5,5,,1d36ed88-47f7-409b-8836-5ca9fc4dd243,0.1012-Default,2016-09-10T21:29:38.9420543+02:00,0,,
9b491dcb-784f-4927-9048-e744bbe34f22,4,5,0,1,0,1,0,0,1,0,0,1,5,5,,a21c514f-d6ea-42d7-8ed3-e00c0b3772d9,0.1012-Default,2016-11-16T12:18:53.0446584+01:00,0,,
9b491dcb-784f-4927-9048-e744bbe34f22,4,5,0,1,0,1,0,0,1,0,0,1,5,5,,9c76031b-1bac-40d3-9e40-6233185314bc,0.1012-Default,2016-11-24T18:25:17.0394266+01:00,0,,
9b491dcb-784f-4927-9048-e744bbe34f22,4,5,0,1,0,1,0,0,1,0,0,1,5,5,,90ef83b4-5b85-4e20-84c4-08b7deddb09f,0.1012-Default,2016-12-07T03:55:44.1845436+01:00,0,,
e8f48174-61ed-4828-a48c-e219d4e70697,5,5,0,0,0,1,1,0,0,0,1,1,5,7,,af5a8d35-848d-4961-b1b2-0ad871fff369,0.1003-Default,2016-08-13T08:56:06.2317441+02:00,0,0Win:vsWindowTypeDocument AdminNewsController.cs,0Doc:CSharp \Emso.WebUi\Controllers\AdminNewsController.cs
454d600d-6070-44b9-bd5d-fb51eeea28c2,5,5,0,1,0,1,1,1,1,0,0,2,5,6,,06dbb3f5-243d-407a-bdca-1923e89365a1,0.1012-Default,2016-08-22T12:05:26.8193192+02:00,0,,
454d600d-6070-44b9-bd5d-fb51eeea28c2,5,5,0,1,0,1,1,1,1,0,0,2,5,6,,f054ccac-f2ce-48d0-8b14-6ad524ae3ae4,0.1012-Default,2016-09-06T23:09:05.3471227+02:00,0,,
454d600d-6070-44b9-bd5d-fb51eeea28c2,5,5,0,1,0,1,1,1,1,0,0,2,5,6,,f054ccac-f2ce-48d0-8b14-6ad524ae3ae4,0.1012-Default,2016-09-06T23:09:05.3471227+02:00,0,0Win:vsWindowTypeDocument GCop.json,0Doc:Plain Text \GCop.json
454d600d-6070-44b9-bd5d-fb51eeea28c2,5,5,0,1,0,1,1,1,1,0,0,2,5,6,,f3145f8d-1e18-4aea-b520-9662f8abd24f,0.1012-Default,2016-09-09T04:13:09.9500878+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,348a7fc7-b27c-4efd-8bcc-92eb22cba699,0.1012-Default,2016-08-25T04:49:12.7248191+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,6a48e766-1d9e-4378-9803-c18586a32eb2,0.1012-Default,2016-08-29T03:17:31.5537924+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,3ab9e584-06b7-4f6d-97cc-2aafc345c4c7,0.1012-Default,2016-09-12T04:11:03.9206498+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,0a224812-8e75-4bf9-995a-c3b5c1407aad,0.1012-Default,2016-09-13T07:57:28.5834851+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,270381c5-c414-4780-88bf-522c0528ebd0,0.1012-Default,2016-09-28T04:10:29.2889542+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,2a4ce90c-5739-45d5-b219-0f534791686e,0.1012-Default,2016-10-08T08:47:27.8885019+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,23452b11-6492-43dc-90b3-d3c1f682cd38,0.1012-Default,2016-10-24T08:34:48.9067951+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,b31d55ce-d6f2-4e25-944e-c656d3f3cde7,0.1012-Default,2016-10-26T04:04:09.3109863+02:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,b31d55ce-d6f2-4e25-944e-c656d3f3cde7,0.1012-Default,2016-10-26T04:04:09.3109863+02:00,0,0Win:vsWindowTypeDocument AnimationTrigger.cs,0Doc:CSharp \Assets\AnimationTrigger.cs
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,61da58f0-c31c-4d48-a56d-5728c5a14903,0.1012-Default,2016-12-13T07:40:14.1067382+01:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,4bc44c5c-2e22-4886-a8de-53394407015f,0.1012-Default,2016-12-15T03:28:51.5102651+01:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,2eb71f86-b1e6-471f-9e4b-6a6b02dafd2f,0.1012-Default,2016-12-22T06:32:14.3759235+01:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,80341a54-7352-4926-b576-c39cebb70beb,0.1012-Default,2016-12-29T03:04:51.7317947+01:00,0,,
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,bf23baac-bb79-4668-85f1-b2d67587aa60,0.1012-Default,2017-01-03T04:36:00.4967053+01:00,0,0Win:vsWindowTypeDocument ArModelVideoImageTargetBehaviour.cs,0Doc:CSharp \Assets\ArModelVideoImageTargetBehaviour.cs
2bdee920-4b8a-47e4-b358-2a5c932df671,0,0,1,0,0,0,0,0,0,1,0,0,5,5,,bf23baac-bb79-4668-85f1-b2d67587aa60,0.1012-Default,2017-01-03T04:36:00.4967053+01:00,0,,
48e1c9ac-bea8-4bea-b489-32d48721c7c1,5,5,0,0,0,1,0,0,0,1,0,2,5,6,,865fa5ed-91b1-4e4f-b297-436e7e1f8ec2,0.1014-Default,2016-09-21T11:22:29.1718983+02:00,0,,
48e1c9ac-bea8-4bea-b489-32d48721c7c1,5,5,0,0,0,1,0,0,0,1,0,2,5,6,,865fa5ed-91b1-4e4f-b297-436e7e1f8ec2,0.1014-Default,2016-09-21T11:22:29.1718983+02:00,0,0Win:vsWindowTypeDocument server.config.json,0Doc:JSON \Rio.Server\server.config.json
135bcef0-335e-41f5-a213-18b3cca7ec63,5,5,0,0,0,0,1,0,1,0,0,0,6,6,,73cfff3e-313a-41d3-ab20-eb03138fc620,0.1003-Default,2016-09-21T05:53:52.7409289+02:00,0,0Win:vsWindowTypeToolbox Toolbox,
135bcef0-335e-41f5-a213-18b3cca7ec63,5,5,0,0,0,0,1,0,1,0,0,0,6,6,,ead78963-c343-4a28-b1ae-607efbdf21f2,0.1003-Default,2016-09-29T07:16:07.6087677+02:00,0,0Win:vsWindowTypeDocument Parse.cs,0Doc:CSharp parse.cs
b70316b2-e87e-45bd-9d0b-030c7aae29d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73ccab65-722b-4b04-9b77-44d05bc238c6,0.1014-Default,2016-09-26T06:56:38.2079513+02:00,0,,
96efee4c-5f15-4d13-94d3-16cdc88d3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5929cf92-e892-4048-9156-3b0d557b18ee,0.1014-Default,2016-09-26T16:08:40.4928397+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
96efee4c-5f15-4d13-94d3-16cdc88d3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5929cf92-e892-4048-9156-3b0d557b18ee,0.1014-Default,2016-09-26T16:08:40.4928397+02:00,0,,
1bb237f7-4b01-4cea-8f6a-a8dcaee31d27,2,5,0,0,1,1,0,0,1,0,0,2,5,6,,239cd796-d904-4f00-a1fe-ae9c0812f923,0.1014-Default,2016-09-26T18:02:12.7799849+02:00,0,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp homecontroller.cs
1bb237f7-4b01-4cea-8f6a-a8dcaee31d27,2,5,0,0,1,1,0,0,1,0,0,2,5,6,,239cd796-d904-4f00-a1fe-ae9c0812f923,0.1014-Default,2016-09-26T18:02:12.7799849+02:00,0,,
e6b1d919-9121-47f6-8c6d-6cc39191cbe3,4,5,0,1,1,1,1,1,1,1,0,1,6,6,,adebabc4-99d9-41ae-ad5a-7775fdc728c2,0.1013-Default,2016-09-28T12:48:54.9472854+02:00,0,,
e6b1d919-9121-47f6-8c6d-6cc39191cbe3,4,5,0,1,1,1,1,1,1,1,0,1,6,6,,adebabc4-99d9-41ae-ad5a-7775fdc728c2,0.1013-Default,2016-09-28T12:48:54.9472854+02:00,0,0Win:vsWindowTypeOutput Output,0Doc:CSharp \BoardPad.Core\Services\ReadingRooms\WaitForFullReadingRoomSynchronizationDecorator.cs
fd6e50d3-563e-4037-8035-56e7bfb70dfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,cb1dabb1-d97c-4dff-86f1-33141bbd7f95,0.1013-Default,2016-10-04T05:02:07.6733982+02:00,0,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \BattleshipHiddenThreat\Program.cs
fd6e50d3-563e-4037-8035-56e7bfb70dfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,cb1dabb1-d97c-4dff-86f1-33141bbd7f95,0.1013-Default,2016-10-04T05:02:07.6733982+02:00,0,,
09a2cdf1-a20e-416b-bf36-79695bffe652,4,2,0,1,0,0,0,0,0,0,0,0,3,3,,936119f5-65b6-4a15-b195-f7a096a3f174,0.1014-Default,2016-10-04T16:35:36.8776411+02:00,0,,
09a2cdf1-a20e-416b-bf36-79695bffe652,4,2,0,1,0,0,0,0,0,0,0,0,3,3,,2cc676ac-25f8-4afd-9d5c-41377f10f278,0.1014-Default,2016-10-20T15:39:29.5837208+02:00,0,,
09a2cdf1-a20e-416b-bf36-79695bffe652,4,2,0,1,0,0,0,0,0,0,0,0,3,3,,2cc676ac-25f8-4afd-9d5c-41377f10f278,0.1014-Default,2016-10-20T15:39:29.5837208+02:00,0,0Win:vsWindowTypeToolWindow Start Page,
09a2cdf1-a20e-416b-bf36-79695bffe652,4,2,0,1,0,0,0,0,0,0,0,0,3,3,,59b35a9c-a2a2-4fed-b698-406d30ee6df1,0.1014-Default,2016-11-02T15:16:02.9943332+01:00,0,,
09a2cdf1-a20e-416b-bf36-79695bffe652,4,2,0,1,0,0,0,0,0,0,0,0,3,3,,fa14e3d6-6e3c-4941-9687-df4ba4c110ea,0.1014-Default,2016-11-14T16:29:10.2680242+01:00,0,,
09a2cdf1-a20e-416b-bf36-79695bffe652,4,2,0,1,0,0,0,0,0,0,0,0,3,3,,fa14e3d6-6e3c-4941-9687-df4ba4c110ea,0.1014-Default,2016-11-14T16:29:10.2680242+01:00,0,0Win:vsWindowTypeToolWindow Start Page,
09a2cdf1-a20e-416b-bf36-79695bffe652,4,2,0,1,0,0,0,0,0,0,0,0,3,3,,660186cd-61dc-409b-aea3-1ff78864cce4,0.1014-Default,2016-11-17T17:41:17.7259352+01:00,0,,
7ae0d636-08b4-4cc4-b312-c2d149dfea6b,2,5,0,0,1,0,1,1,0,0,0,0,6,3,,1ff78c1a-290f-4a32-af9d-aa8a3e7c6658,0.1014-Default,2016-10-07T08:43:14.7732497+02:00,0,,
7ae0d636-08b4-4cc4-b312-c2d149dfea6b,2,5,0,0,1,0,1,1,0,0,0,0,6,3,,1ff78c1a-290f-4a32-af9d-aa8a3e7c6658,0.1014-Default,2016-10-07T08:43:14.7732497+02:00,0,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:Basic \OutlookAddIn\ThisAddIn.vb
7ae0d636-08b4-4cc4-b312-c2d149dfea6b,2,5,0,0,1,0,1,1,0,0,0,0,6,3,,d417f28b-d386-4b74-ba8f-e6c3ffb08884,0.1014-Default,2016-10-26T04:32:15.2741261+02:00,0,,
7ae0d636-08b4-4cc4-b312-c2d149dfea6b,2,5,0,0,1,0,1,1,0,0,0,0,6,3,,cb434380-3c92-4d8a-a637-b4088c9c9a98,0.1014-Default,2016-11-07T10:51:30.8419153+01:00,0,,
7ae0d636-08b4-4cc4-b312-c2d149dfea6b,2,5,0,0,1,0,1,1,0,0,0,0,6,3,,94b15f9d-827e-4d1c-a240-0df58aab2725,0.1014-Default,2016-11-18T11:35:03.3200996+01:00,0,,
7ae0d636-08b4-4cc4-b312-c2d149dfea6b,2,5,0,0,1,0,1,1,0,0,0,0,6,3,,94b15f9d-827e-4d1c-a240-0df58aab2725,0.1014-Default,2016-11-28T12:45:01.7808342+01:00,0,,
7ae0d636-08b4-4cc4-b312-c2d149dfea6b,2,5,0,0,1,0,1,1,0,0,0,0,6,3,,35d49e56-5e0b-4a1b-a656-b34c7518ef7e,0.1014-Default,2016-12-01T12:03:28.4553896+01:00,0,,
