typeid,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow,activedocument
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:22:51.6219722,1,00:00:00.5558692,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:22:56.881099,1,00:00:00.0100075,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:26:21.2515777,1,00:00:01.0877098,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:26:27.4141055,1,00:00:03.5288397,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:26:42.3079194,1,00:00:00.0810536,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:26:59.3657555,1,00:00:01.6415881,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:27:05.8026951,1,00:00:13.0527660,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:27:22.8451889,1,00:00:06.3318150,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:27:38.565348,1,00:00:02.0267159,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:27:47.5397511,1,00:00:17.0571776,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:28:17.7750882,1,00:00:00.0450293,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:28:29.9758113,1,00:00:11.8406213,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:28:53.0565906,1,00:00:07.3167573,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:29:05.0182989,1,00:00:03.0393648,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:29:12.8646561,1,00:00:02.7563439,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:29:40.7222746,1,00:00:03.4070029,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:30:00.8274976,1,00:00:16.0591986,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:30:23.5135996,1,00:00:10.8797455,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:30:40.9565595,1,00:00:03.5299965,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:30:55.3108153,1,00:00:10.7965950,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:31:10.9708467,1,00:00:23.2092871,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:31:38.2705462,1,00:00:35.6935001,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:32:44.3603661,1,00:00:10.0740011,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:33:04.1592728,1,00:00:08.9813345,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:33:16.3551471,1,00:00:02.9794091,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:33:22.786193,1,-00:00:00.0014992,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:33:27.1909319,1,00:00:27.4377073,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",a97436aa-944d-40e3-ba65-faa736afd0d2,0.1004-Default,00:35:05.745852,1,00:00:09.9535446,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",cf20b71e-d8b8-46c7-af24-cc8f94d44d03,0.1004-Default,15:00:18.1908646,1,00:00:03.6005947,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",cf20b71e-d8b8-46c7-af24-cc8f94d44d03,0.1004-Default,15:00:26.1828597,1,00:00:11.6851804,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",cf20b71e-d8b8-46c7-af24-cc8f94d44d03,0.1004-Default,15:00:54.7550163,1,-00:00:00.0005017,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",cf20b71e-d8b8-46c7-af24-cc8f94d44d03,0.1004-Default,15:01:09.1021371,1,00:00:02.1134779,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",cf20b71e-d8b8-46c7-af24-cc8f94d44d03,0.1004-Default,15:02:46.0693412,1,00:00:00.0630424,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",cf20b71e-d8b8-46c7-af24-cc8f94d44d03,0.1004-Default,15:02:50.77737,1,00:00:02.5728466,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f4256a24-1cd0-4cd3-8cc7-ae67daf82a2e,0.1004-Default,16:37:26.8093722,1,00:00:01.7199121,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f4256a24-1cd0-4cd3-8cc7-ae67daf82a2e,0.1004-Default,16:37:33.6391845,1,00:00:00.7789431,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",da2fee65-853c-4f77-a0b9-e9a79be9ecd9,0.1004-Default,19:27:55.9153514,1,00:00:00.5599798,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",da2fee65-853c-4f77-a0b9-e9a79be9ecd9,0.1004-Default,19:28:01.7953657,1,00:00:03.9282028,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",da2fee65-853c-4f77-a0b9-e9a79be9ecd9,0.1004-Default,21:28:29.6713232,1,00:00:00.0246971,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,21:39:06.994417,1,00:00:00.0070004,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,21:39:10.5140385,1,00:00:02.5336571,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,21:39:18.8257885,1,00:00:04.8412965,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,21:41:38.1566376,1,00:00:04.5680386,0Win:vsWindowTypeToolWindow Start Page,
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,22:33:12.5338926,1,00:00:08.3602262,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:48:58.8850851,1,00:00:24.9428127,0Win:vsWindowTypeDocument UsersController.cs,0Doc:CSharp \Assemble\WebClient\Areas\Administration\Controllers\UsersController.cs
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:49:48.1486873,1,00:00:01.1247149,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:49:52.8945322,1,00:00:01.9071348,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:50:21.458119,1,00:00:01.8273881,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:50:26.6942645,1,00:00:00.2565813,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:50:32.5719245,1,00:00:01.6508622,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:50:47.2522205,1,00:00:18.7429026,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:51:19.5956072,1,00:00:03.0594238,0Win:vsWindowTypeDocument assemble.properties.build,0Doc:XML assemble.properties.build
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:51:28.5739152,1,00:00:21.4876042,0Win:vsWindowTypeDocument assemble.properties.build,0Doc:XML assemble.properties.build
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,00:51:55.5491832,1,00:00:09.4194464,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML assemble.properties.build
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:03:38.3113545,1,00:00:04.1278083,0Win:vsWindowTypeDocument assemble.properties.build,0Doc:XML assemble.properties.build
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:03:50.3733564,1,00:00:28.8254127,0Win:vsWindowTypeDocument assemble.properties.build,0Doc:XML assemble.properties.build
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:04:25.4733669,1,00:00:00.4111463,0Win:vsWindowTypeDocument psake-config.ps1,0Doc:PowerShell psake-config.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:04:29.5116098,1,00:00:00.4649311,0Win:vsWindowTypeDocument psake-config.ps1,0Doc:PowerShell psake-config.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:04:34.7473415,1,00:00:09.2208915,0Win:vsWindowTypeDocument psake-config.ps1,0Doc:PowerShell psake-config.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:04:50.0430279,1,00:00:06.0613812,0Win:vsWindowTypeDocument psake-config.ps1,0Doc:PowerShell psake-config.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:05:26.8612041,1,00:00:01.0866752,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:07:30.6075614,1,00:00:02.5456109,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:07:45.1440048,1,00:00:01.9069365,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:07:59.4800869,1,00:00:10.6504114,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:08:14.6754651,1,00:00:00.9538433,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:08:43.2193407,1,-00:00:00.0005008,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:08:50.5575584,1,00:00:05.5333509,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:09:13.5094903,1,00:00:11.7229209,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:09:57.5869052,1,00:00:03.2563239,0Win:vsWindowTypeDocument assemble.properties.build,0Doc:XML assemble.properties.build
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:10:05.6527907,1,00:00:32.2749115,0Win:vsWindowTypeDocument Test.proj,0Doc:XML Test.proj
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:10:41.4303068,1,00:00:00.8194283,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:12:42.6437209,1,00:00:02.1929376,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:13:17.340897,1,00:00:01.6354304,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:18:21.6110661,1,00:00:00.7190028,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:18:48.1903479,1,00:00:02.7633897,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:18:54.2802273,1,00:00:03.3675402,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:19:10.2140872,1,00:00:00.7897084,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:19:28.3579279,1,00:00:00.0522613,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:19:39.7121472,1,00:00:03.0547910,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:20:38.6501157,1,00:00:01.4346475,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:20:53.4873171,1,00:00:01.1098205,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:22:41.7614112,1,00:00:00.3451783,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:22:48.000818,1,00:00:01.5679097,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:22:53.3866757,1,00:00:00.4312553,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:23:15.0592496,1,00:00:01.9230153,0Win:vsWindowTypeDocument psake-config.ps1,0Doc:PowerShell psake-config.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:23:35.0984868,1,00:00:00.4997211,0Win:vsWindowTypeDocument psake-config.ps1,0Doc:PowerShell psake-config.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:24:05.2239625,1,00:00:02.1853219,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:25:07.4974823,1,00:00:09.2214354,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:26:08.5909435,1,00:00:06.4678910,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:27:17.3810748,1,00:00:01.5445107,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:27:25.8113448,1,00:00:07.1565935,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:30:28.27698,1,00:00:00.6174738,0Win:vsWindowTypeDocument extensions.ps1,0Doc:PowerShell extensions.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:31:49.4384218,1,00:00:03.7751933,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:31:58.4423858,1,00:00:00.6031972,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:32:26.8096206,1,00:00:00.0045006,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:32:31.8929155,1,00:00:03.2458341,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:33:01.6442455,1,00:00:03.0368266,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:33:14.1531715,1,00:00:00.7831026,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:33:35.5934806,1,-00:00:00.0005037,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:33:53.9578934,1,00:00:02.3670911,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:34:07.5594941,1,00:00:00.1349999,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
"KaVE.Commons.Model.Events.ActivityEvent, KaVE.Commons",f2d01c7c-5ef3-471f-8344-a136c22a1932,0.1004-Default,01:34:24.3010243,1,00:00:02.0551555,0Win:vsWindowTypeDocument build.ps1,0Doc:PowerShell build.ps1
