typeid,scope,action,idesessionuuid,kaveversion,triggeredat,triggeredby,duration,activewindow,activedocument
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,0fc7ca9e-3526-4bc4-8489-2a405f383f35,0.1004-Default,01:23:05.5391317,0,00:00:06.4241230,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,0fc7ca9e-3526-4bc4-8489-2a405f383f35,0.1004-Default,01:28:02.8130763,0,00:00:00.7999980,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML \packages.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,0fc7ca9e-3526-4bc4-8489-2a405f383f35,0.1004-Default,01:28:31.29028,0,00:00:00.4174966,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:XML \packages.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,01:29:19.6741829,0,00:00:01.1940226,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,01:30:03.0999123,0,00:00:00.4079970,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,01:34:20.5222626,0,00:00:00.4755296,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Web.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,01:41:29.5587395,0,00:00:00.5149983,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Web.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,01:54:50.2994992,0,00:00:04.5254972,0Win:vsWindowTypeDocument HomeController.cs,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,01:56:28.2650927,0,00:00:00.4454968,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Web.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,7639de18-b8d5-4593-88f5-8d8f4f700719,0.1004-Default,01:58:24.2692243,0,00:00:00.5109985,0Win:vsWindowTypeDocument Web.config,0Doc:XML \Web.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,6d171b9f-9fa8-4cf3-a94b-def213d64af9,0.1004-Default,23:28:50.9494132,0,00:00:07.2445613,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,6d171b9f-9fa8-4cf3-a94b-def213d64af9,0.1004-Default,23:29:58.090344,0,00:00:13.2675354,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,6d171b9f-9fa8-4cf3-a94b-def213d64af9,0.1004-Default,23:33:47.4273681,0,00:00:06.6210399,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionRebuildAll,45d06f62-c6aa-45fa-af11-505cfe0e1930,0.1004-Default,22:49:19.0146949,0,00:00:34.6689040,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,a12b7757-6cfd-45dd-9a15-b579faed49d3,0.1004-Default,18:10:34.3460625,0,00:00:05.4805003,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \Controllers\HomeController.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,e3b8ed0b-8e7d-4e40-96bf-983b15358831,0.1004-Default,17:51:44.8025532,0,00:00:12.9900767,0Win:vsWindowTypeDocument StandardIntegrationTest.cs,0Doc:CSharp \Integration.Tests\Core\StandardIntegrationTest.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionRebuildAll,d3b76aa2-57ba-48b6-ae9a-2bdb8385ee1d,0.1004-Default,19:32:56.1318906,0,00:00:36.5758869,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \Assemble.Client\Assemble.Client\AssembleClient.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,77fa3202-a57a-45a1-9e8a-39d99e25592e,0.1004-Default,14:20:39.5303146,0,00:00:00.4955878,0Win:vsWindowTypeDocument Package.dtsx [Design],0Doc:XMLA \PullInAuditData\Package.dtsx
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,6127f015-2e67-4db7-aadf-679b0de1ebd6,0.1010-Default,21:46:59.0255891,0,00:00:32.4013576,0Win:vsWindowTypeDocument ProjectManagementUtilities.cs,0Doc:CSharp ProjectManagementUtilities.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,6127f015-2e67-4db7-aadf-679b0de1ebd6,0.1010-Default,00:15:26.4140756,0,00:00:13.6769578,0Win:vsWindowTypeDocument SortingArchivedProjectIntegrationTests.cs,0Doc:CSharp SortingArchivedProjectIntegrationTests.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,6127f015-2e67-4db7-aadf-679b0de1ebd6,0.1010-Default,00:20:59.5762351,0,00:00:06.4201695,0Win:vsWindowTypeToolWindow Unit Test Explorer,0Doc:XML app.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,6127f015-2e67-4db7-aadf-679b0de1ebd6,0.1010-Default,00:23:23.170907,0,00:00:06.2348819,0Win:vsWindowTypeToolWindow Unit Test Sessions - SortingArchivedProjectsByName,0Doc:XML app.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,6127f015-2e67-4db7-aadf-679b0de1ebd6,0.1010-Default,00:30:59.4933219,0,00:00:11.5077542,0Win:vsWindowTypeToolWindow Unit Test Sessions - SortingArchivedProjectsByName,0Doc:CSharp SortingArchivedProjectIntegrationTests.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,70b3858d-9902-429f-bf9a-be9c1c807b96,0.1010-Default,14:19:52.9842774,0,00:00:05.8866381,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,70b3858d-9902-429f-bf9a-be9c1c807b96,0.1010-Default,14:20:14.5827974,0,00:00:00.2220042,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,55b2caec-d1a3-47c9-9e86-e95dcf52ae6b,0.1010-Default,15:12:00.381415,0,00:00:04.3992280,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionRebuildAll,e39e741e-3ada-4561-a504-c6a4ab3e35ba,0.1010-Default,15:19:57.7437607,0,00:00:00.7995029,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,22:48:14.2277842,0,00:01:07.4646473,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,22:51:16.1074954,0,00:00:00.3840122,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \GCalReader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,04:34:46.5001158,0,00:00:09.4004034,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,04:40:29.2798972,0,00:00:00.3255126,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,04:41:22.6741749,0,00:00:00.3405135,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,04:42:32.4669053,0,00:00:00.5250185,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,04:46:51.2642957,0,00:00:00.3415099,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,04:49:10.4383516,0,00:00:00.3160094,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,04:56:16.8692662,0,00:00:00.3155094,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,04:57:27.6303183,0,00:00:00.3100101,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,05:21:54.7560162,0,00:00:05.3794712,0Win:vsWindowTypeDocument Program.cs,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,56fde61a-dc60-4ca6-9c9c-3fc1c22fad35,0.1010-Default,05:32:57.3602992,0,00:00:04.3134838,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \FireHoseLoader\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,02:09:17.8390272,0,00:00:21.5989354,0Win:vsWindowTypeMainWindow TheOne - Microsoft Visual Studio (Administrator),
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:40:03.0183979,0,00:00:08.2871120,0Win:vsWindowTypeDocument App.config,0Doc:XML \Assemble\WebClient.Tests\App.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,03:49:58.4366473,0,00:00:03.6885054,0Win:vsWindowTypeDocument App.config,0Doc:XML \Assemble\WebClient.Tests\App.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,04:01:22.0458226,0,00:00:12.1160299,0Win:vsWindowTypeDocument App.config,0Doc:XML \Assemble\WebClient.Tests\App.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,04:03:49.1081284,0,00:00:03.6779995,0Win:vsWindowTypeToolWindow Unit Test Explorer,0Doc:XML \Assemble\WebClient.Tests\App.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,0.1010-Default,04:04:40.7407737,0,00:00:03.1364908,0Win:vsWindowTypeToolWindow Unit Test Sessions - SortingArchivedProjectsByName,0Doc:XML \Assemble\WebClient.Tests\App.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.1010-Default,17:16:51.0638508,0,00:00:13.4684977,0Win:vsWindowTypeDocument ApiLoggingFilter.cs,0Doc:CSharp \Assemble\Web\Attributes\Api\ApiLoggingFilter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionClean,f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.1010-Default,17:35:56.3977025,0,00:00:37.7534972,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \Assemble\Web\Attributes\Api\ApiLoggingFilter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.1010-Default,17:37:28.8470453,0,00:00:10.1865026,0Win:vsWindowTypeToolWindow Unit Test Sessions - SortingArchivedProjectsByName,0Doc:CSharp \Assemble\Web\Attributes\Api\ApiLoggingFilter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.1010-Default,17:43:22.73236,0,00:00:05.1657134,0Win:vsWindowTypeToolWindow Unit Test Sessions - SortingArchivedProjectsByName,0Doc:CSharp \Assemble\Web\Attributes\Api\ApiLoggingFilter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.1010-Default,18:00:18.470205,0,00:00:10.0385015,0Win:vsWindowTypeToolWindow Unit Test Sessions - SortingArchivedProjectsByName,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.1010-Default,18:01:15.423788,0,00:00:03.3390001,0Win:vsWindowTypeToolWindow Unit Test Sessions - SortingArchivedProjectsByName,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionRebuildAll,f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.1010-Default,18:55:23.8851682,0,00:00:48.0625517,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.1010-Default,18:58:12.1983616,0,00:00:03.7302469,0Win:vsWindowTypeToolWindow Unit Test Sessions - SortingArchivedProjectsByName,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,3c346752-38b4-4c86-aa6d-922f81bb8f0b,0.1010-Default,01:48:45.7809914,0,00:00:05.6460020,0Win:vsWindowTypeToolWindow Unit Test Explorer,0Doc:XML app.config
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,2dad115f-fada-47c7-88ab-a6dc1dc6231a,0.1010-Default,22:08:54.4840176,0,00:00:06.6266732,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \Drive.Sample\Program.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,619016f5-d429-4190-9837-c90772e5224c,0.1010-Default,13:08:32.4941838,0,00:00:54.2627969,0Win:vsWindowTypeDocument SmokeTest.cs,0Doc:CSharp SmokeTest.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionRebuildAll,8ef8df90-9a65-4f5a-9727-ae34467db4fa,0.1010-Default,18:14:22.0590605,0,00:00:12.7134224,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,a862de98-ccad-4b2d-860d-11a377563281,0.1010-Default,14:48:56.208558,0,00:01:34.7550475,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,a862de98-ccad-4b2d-860d-11a377563281,0.1010-Default,14:51:41.7264933,0,00:01:06.3061092,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,96061f9f-f317-4858-8484-b94430bea067,0.1004-Default,18:32:14.1315976,0,00:00:13.5700924,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \KaVE.VS.FeedbackGenerator\Generators\OldEventLogAutoResubmitter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,96061f9f-f317-4858-8484-b94430bea067,0.1004-Default,11:45:14.0932987,0,00:00:09.7856409,0Win:vsWindowTypeDocument OldEventLogAutoResubmitter.cs,0Doc:CSharp \KaVE.VS.FeedbackGenerator\Generators\OldEventLogAutoResubmitter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,96061f9f-f317-4858-8484-b94430bea067,0.1004-Default,11:45:37.7029387,0,00:00:03.2083279,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \KaVE.VS.FeedbackGenerator\Generators\OldEventLogAutoResubmitter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,96061f9f-f317-4858-8484-b94430bea067,0.1004-Default,11:46:40.1569081,0,00:00:09.2890061,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \KaVE.VS.FeedbackGenerator\Generators\OldEventLogAutoResubmitter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,96061f9f-f317-4858-8484-b94430bea067,0.1004-Default,11:49:05.3799946,0,00:00:03.1111897,0Win:vsWindowTypeDocument Debug,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,1ab1ea40-fe33-4475-8cf4-217290b77ac9,0.1004-Default,11:54:58.2478643,0,00:00:03.2959347,0Win:vsWindowTypeDocument OldEventLogAutoResubmitter.cs,0Doc:CSharp \KaVE.VS.FeedbackGenerator\Generators\OldEventLogAutoResubmitter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,1ab1ea40-fe33-4475-8cf4-217290b77ac9,0.1004-Default,12:01:53.4454738,0,00:00:12.0827565,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \KaVE.VS.FeedbackGenerator\Generators\OldEventLogAutoResubmitter.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,1ab1ea40-fe33-4475-8cf4-217290b77ac9,0.1004-Default,12:19:06.7529483,0,00:00:12.8787286,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \KaVE.VS.FeedbackGenerator\Utils\Logging\LogFile.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,1ab1ea40-fe33-4475-8cf4-217290b77ac9,0.1004-Default,12:19:31.816765,0,00:00:09.6492331,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \KaVE.VS.FeedbackGenerator\Utils\Logging\LogFile.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,0141e743-f807-4991-b967-5f8e045cc8c5,0.1004-Default,00:43:23.2369408,0,00:00:01.6914655,0Win:vsWindowTypeSolutionExplorer Solution Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,0141e743-f807-4991-b967-5f8e045cc8c5,0.1004-Default,00:50:08.8690491,0,00:00:00.2661596,0Win:vsWindowTypeDocument index.html,0Doc:HTMLX \src\TestWebApplication\wwwroot\index.html
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,0141e743-f807-4991-b967-5f8e045cc8c5,0.1004-Default,00:51:18.2772639,0,00:00:00.3058123,0Win:vsWindowTypeDocument Startup.cs,0Doc:CSharp \src\TestWebApplication\Startup.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,0141e743-f807-4991-b967-5f8e045cc8c5,0.1004-Default,00:58:10.3612958,0,00:00:00.2837200,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:HTMLX \src\TestWebApplication\Project_Readme.html
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,0141e743-f807-4991-b967-5f8e045cc8c5,0.1004-Default,01:02:59.2110924,0,00:00:00.2566077,0Win:vsWindowTypeDocument Startup.cs,0Doc:CSharp \src\TestWebApplication\Startup.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeProject,vsBuildActionBuild,39a9cc52-7199-4ea4-92d3-99d001a82deb,0.1004-Default,01:29:44.5723233,0,00:00:01.7513095,0Win:vsWindowTypeToolWindow Assembly Explorer,
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,4b849449-cd47-4dee-a003-1f9ede617aae,0.1004-Default,15:20:23.9157166,0,00:00:21.8487598,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \KaVE.Commons\Utils\Collections\DispatchingObservableCollection.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,1ad3e045-34cf-49f0-b5d4-4762e3430c97,0.1004-Default,16:40:51.4069476,0,00:00:12.5346889,0Win:vsWindowTypeDocument FeedbackProcessorApp.cs,0Doc:CSharp \KaVE.FeedbackProcessor\FeedbackProcessorApp.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,1ad3e045-34cf-49f0-b5d4-4762e3430c97,0.1004-Default,16:42:00.3243683,0,00:00:03.8922536,0Win:vsWindowTypeDocument FeedbackProcessorApp.cs,0Doc:CSharp \KaVE.FeedbackProcessor\FeedbackProcessorApp.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,1ad3e045-34cf-49f0-b5d4-4762e3430c97,0.1004-Default,16:50:11.3246413,0,00:00:03.9016440,0Win:vsWindowTypeDocument IntervalTransformer.cs,0Doc:CSharp \KaVE.FeedbackProcessor\Intervals\IntervalTransformer.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,1ad3e045-34cf-49f0-b5d4-4762e3430c97,0.1004-Default,16:50:58.6591776,0,00:00:03.4261166,0Win:vsWindowTypeDocument IntervalTransformer.cs,0Doc:CSharp \KaVE.FeedbackProcessor\Intervals\IntervalTransformer.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,1ad3e045-34cf-49f0-b5d4-4762e3430c97,0.1004-Default,16:51:31.6337717,0,00:00:03.4722325,0Win:vsWindowTypeDocument IntervalTransformer.cs,0Doc:CSharp \KaVE.FeedbackProcessor\Intervals\IntervalTransformer.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,1ad3e045-34cf-49f0-b5d4-4762e3430c97,0.1004-Default,16:52:34.0823555,0,00:00:13.8246128,0Win:vsWindowTypeDocument IntervalTransformer.cs,0Doc:CSharp \KaVE.FeedbackProcessor\Intervals\IntervalTransformer.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",0,vsBuildActionBuild,1ad3e045-34cf-49f0-b5d4-4762e3430c97,0.1004-Default,16:52:55.7664615,0,00:00:03.6081778,0Win:vsWindowTypeToolWindow Error List,0Doc:CSharp \KaVE.FeedbackProcessor\Intervals\IntervalTransformer.cs
"KaVE.Commons.Model.Events.VisualStudio.BuildEvent, KaVE.Commons",vsBuildScopeSolution,vsBuildActionBuild,e8632925-2cb6-451c-a319-23b61cf74a74,0.1004-Default,16:13:47.5920517,0,00:00:16.7633397,0Win:vsWindowTypeSolutionExplorer Solution Explorer,0Doc:CSharp \KaVE.FeedbackProcessor\BaseEventMapper.cs
